time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-03-07T07:22:26.230Z,-24.3094,-67.0344,165.792,4.5,mb,50,87,1.711,1.11,us,us7000jhu8,2023-03-07T08:28:00.040Z,"73 km W of San Antonio de los Cobres, Argentina",earthquake,8.11,8.052,0.055,96,reviewed,us,us
2023-03-07T06:02:34.446Z,7.4723,126.0267,38.647,6,mww,103,41,0.598,0.51,us,us7000jhtd,2023-03-14T10:39:28.656Z,"4 km SE of San Mariano, Philippines",earthquake,7.63,6.139,0.063,24,reviewed,us,us
2023-03-07T03:59:39.926Z,5.3787,-77.5349,8.564,5,mb,75,95,2.153,0.96,us,us7000jhss,2023-03-07T05:03:20.040Z,"47 km SW of Nuquí, Colombia",earthquake,6.34,4.879,0.037,230,reviewed,us,us
2023-03-07T01:14:01.319Z,-15.0998,167.1874,75.28,4.9,mb,44,91,0.346,0.76,us,us7000jhsd,2023-03-07T23:27:10.040Z,"13 km ESE of Port-Olry, Vanuatu",earthquake,7.37,5.458,0.073,60,reviewed,us,us
2023-03-06T22:24:48.703Z,42.3331,144.5555,47.631,5.1,mb,94,101,1.087,0.69,us,us7000jhrf,2023-03-06T22:40:59.040Z,"72 km SSE of Kushiro, Japan",earthquake,7.64,6.659,0.036,256,reviewed,us,us
2023-03-06T20:59:59.964Z,-20.7817,-178.3,526.424,5.8,mww,92,40,2.919,1.21,us,us7000jhqt,2023-03-08T17:13:02.467Z,"Fiji region",earthquake,10.44,7.005,0.073,18,reviewed,us,us
2023-03-06T20:32:01.090Z,12.1917,-87.9494,43.907,4.5,mb,57,128,1.26,1.24,us,us7000jhqh,2023-03-06T22:31:51.040Z,"81 km SW of Jiquilillo, Nicaragua",earthquake,6.91,8.117,0.058,89,reviewed,us,us
2023-03-06T20:22:00.245Z,12.086,-88.0251,43.259,4.7,mb,47,123,1.36,0.91,us,us7000jhqd,2023-03-06T21:02:06.040Z,"96 km SW of Jiquilillo, Nicaragua",earthquake,6.69,9.051,0.044,156,reviewed,us,us
2023-03-06T19:04:33.294Z,-8.0466,120.004,212.731,4.5,mb,45,65,2.286,0.82,us,us7000jhq1,2023-03-06T22:13:00.040Z,"51 km NNE of Labuan Bajo, Indonesia",earthquake,8.79,8.812,0.104,27,reviewed,us,us
2023-03-06T15:53:02.685Z,5.774,125.911,151.146,4.8,mb,109,64,1.329,0.9,us,us7000jhn7,2023-03-13T20:28:16.072Z,"Mindanao, Philippines",earthquake,8.49,5.441,0.051,117,reviewed,us,us
2023-03-06T14:23:35.002Z,-17.788,-178.6915,556.763,4.6,mb,63,47,3.103,0.86,us,us7000jhn1,2023-03-13T19:26:12.040Z,"213 km E of Levuka, Fiji",earthquake,12.87,7.301,0.082,44,reviewed,us,us
2023-03-06T12:34:09.042Z,-29.0277,-176.7923,35.983,4.7,mb,20,173,1.012,0.38,us,us7000jhmd,2023-03-06T13:11:44.040Z,"Kermadec Islands region",earthquake,12.98,9.327,0.153,13,reviewed,us,us
2023-03-06T09:33:28.479Z,-15.2112,-72.8285,77.879,4.6,mb,43,130,3.943,0.96,us,us7000jhlm,2023-03-07T05:19:14.040Z,"4 km S of Tomepampa, Peru",earthquake,9.52,10.495,0.067,66,reviewed,us,us
2023-03-06T09:25:49.518Z,-60.9286,-33.4164,10,5,mb,33,66,6.864,0.64,us,us7000jhln,2023-03-06T09:46:33.040Z,"Scotia Sea",earthquake,10.42,1.864,0.107,28,reviewed,us,us
2023-03-06T09:25:38.486Z,12.0645,-87.9523,42.429,4.9,mb,67,153,1.3,1.04,us,us7000jhlk,2023-03-06T09:40:31.040Z,"92 km SW of Jiquilillo, Nicaragua",earthquake,5.79,9.359,0.03,354,reviewed,us,us
2023-03-06T07:34:49.607Z,-29.5997,-71.6589,35,5,mww,100,75,0.484,0.87,us,us7000jhkz,2023-03-11T05:09:53.050Z,"49 km NW of Coquimbo, Chile",earthquake,2.44,1.89,0.098,10,reviewed,us,us
2023-03-06T03:43:33.950Z,-7.5096,128.0748,162.026,4.5,mb,36,54,4.376,0.57,us,us7000jhk9,2023-03-06T03:58:20.040Z,"163 km NE of Lospalos, Timor Leste",earthquake,9.36,8.934,0.097,31,reviewed,us,us
2023-03-06T02:42:20.436Z,0.0206,123.2649,136.014,4.5,mb,48,47,1.165,0.78,us,us7000jhjz,2023-03-06T02:59:37.040Z,"Minahasa, Sulawesi, Indonesia",earthquake,3.95,7.157,0.09,36,reviewed,us,us
2023-03-06T01:50:07.863Z,-9.4361,112.3186,40.948,4.8,mb,47,45,2.05,0.87,us,us7000jhjr,2023-03-06T02:08:36.040Z,"142 km S of Sumberpucung, Indonesia",earthquake,8.32,6.759,0.089,39,reviewed,us,us
2023-03-05T23:37:11.417Z,7.6227,91.7562,10,5.1,mww,68,73,5.68,0.58,us,us7000jhj3,2023-03-07T05:37:22.040Z,"Nicobar Islands, India region",earthquake,8.51,1.802,0.086,13,reviewed,us,us
2023-03-05T23:21:15.047Z,43.7865,147.7665,35,4.5,mb,58,182,3.751,0.32,us,us7000jhj0,2023-03-07T05:29:56.040Z,"84 km E of Shikotan, Russia",earthquake,10.56,1.931,0.065,69,reviewed,us,us
2023-03-05T22:21:34.207Z,-55.721,147.3315,10,5.8,mww,67,70,6.774,0.76,us,us7000jhir,2023-03-07T03:59:48.730Z,"west of Macquarie Island",earthquake,8.88,1.688,0.056,31,reviewed,us,us
2023-03-05T20:49:46.490Z,36.7867,36.1842,10,4.8,mwr,129,60,0.802,0.88,us,us7000jhi7,2023-03-12T17:15:44.750Z,"7 km SW of Dörtyol, Turkey",earthquake,4.89,1.816,0.066,22,reviewed,us,us
2023-03-05T20:43:02.677Z,7.5245,126.176,10,5.4,mww,149,33,0.745,0.69,us,us7000jhi6,2023-03-12T17:27:47.803Z,"10 km SSE of Bantacan, Philippines",earthquake,5.68,1.765,0.069,20,reviewed,us,us
2023-03-05T19:25:43.665Z,-16.1374,-73.4551,53.967,5.1,mww,120,90,3.712,0.62,us,us7000jhhu,2023-03-12T20:44:37.172Z,"19 km ENE of Atico, Peru",earthquake,8.22,4.723,0.093,11,reviewed,us,us
2023-03-05T19:02:15.877Z,-17.8671,-174.9991,249.02,4.8,mb,82,48,1.227,0.83,us,us7000jhhp,2023-03-12T18:24:32.040Z,"137 km NW of Neiafu, Tonga",earthquake,9.73,5.251,0.05,123,reviewed,us,us
2023-03-05T16:49:39.385Z,7.4277,126.2713,10,4.6,mb,29,123,0.773,0.76,us,us7000jhhc,2023-03-05T21:33:03.201Z,"Mindanao, Philippines",earthquake,6.2,1.888,0.11,25,reviewed,us,us
2023-03-05T14:29:49.723Z,25.755,-110.1232,10,4.5,mb,24,95,2.067,1.16,us,us7000jhgu,2023-03-05T20:15:56.275Z,"79 km W of Las Grullas Margen Derecha, Mexico",earthquake,7.62,1.945,0.066,66,reviewed,us,us
2023-03-04T20:18:07.203Z,-16.789,-172.8379,46.486,5.2,mb,48,77,2.156,1.31,us,us7000jhd8,2023-03-04T20:40:31.040Z,"137 km SE of Hihifo, Tonga",earthquake,7.03,7.49,0.1,36,reviewed,us,us
2023-03-04T19:15:21.900Z,-31.0671,-13.4897,10,5,mb,20,71,16.621,0.93,us,us7000jitt,2023-03-10T23:14:30.040Z,"southern Mid-Atlantic Ridge",earthquake,14.1,1.876,0.151,14,reviewed,us,us
2023-03-04T18:54:29.487Z,-9.2205,124.0031,44.616,4.5,mb,13,99,0.592,0.81,us,us7000jhcz,2023-03-04T20:21:43.040Z,"Timor region",earthquake,4.56,12.602,0.312,3,reviewed,us,us
2023-03-04T17:05:28.855Z,-2.6274,121.9595,38.948,4.6,mb,68,41,1.772,0.51,us,us7000jhcf,2023-03-04T18:16:17.040Z,"161 km NNW of Kendari, Indonesia",earthquake,6.46,6.379,0.08,55,reviewed,us,us
2023-03-04T13:13:57.069Z,25.1946,128.3398,10,4.9,mb,53,97,1.636,0.75,us,us7000jhby,2023-03-04T13:39:42.040Z,"123 km SSE of Itoman, Japan",earthquake,5.78,1.838,0.077,52,reviewed,us,us
2023-03-04T06:41:22.369Z,-29.4748,-178.7874,205.681,6.9,mww,108,18,0.784,0.92,us,us7000jh99,2023-03-05T18:59:58.808Z,"Kermadec Islands, New Zealand",earthquake,7.48,4.445,0.057,30,reviewed,us,us
2023-03-04T05:34:09.088Z,0.6177,30.0828,10,4.6,mb,11,77,1.377,0.46,us,us7000jh92,2023-03-04T05:55:31.040Z,"10 km S of Bundibugyo, Uganda",earthquake,8.27,1.676,0.244,5,reviewed,us,us
2023-03-04T03:46:30.369Z,-15.5402,-174.7017,259.847,4.5,mb,22,109,3.525,0.69,us,us7000jh8j,2023-03-04T04:13:31.040Z,"107 km WNW of Hihifo, Tonga",earthquake,12.22,8.815,0.145,14,reviewed,us,us
2023-03-04T02:31:19.548Z,-54.9501,-31.3336,10,4.6,mb,12,97,3.071,0.44,us,us7000jit1,2023-03-10T23:00:34.040Z,"South Georgia Island region",earthquake,10.77,1.807,0.172,10,reviewed,us,us
2023-03-04T01:19:32.187Z,-32.2807,-178.6952,18.675,5,mb,16,127,3.082,1.25,us,us7000jh7q,2023-03-04T01:37:55.040Z,"south of the Kermadec Islands",earthquake,9.48,5.933,0.163,12,reviewed,us,us
2023-03-04T01:18:25.601Z,51.1275,98.309,15.426,4.8,mb,51,56,3.386,0.68,us,us7000jh7n,2023-03-04T02:40:30.616Z,"Russia-Mongolia border region",earthquake,8.56,4.523,0.057,95,reviewed,us,us
2023-03-04T01:09:10.750Z,24.4295,142.5264,36.066,4.6,mb,25,127,2.673,0.48,us,us7000jisz,2023-03-10T22:30:57.040Z,"Volcano Islands, Japan region",earthquake,12.41,7.659,0.14,15,reviewed,us,us
2023-03-04T00:53:37.836Z,-54.9387,-31.4459,10,4.7,mb,25,101,3.005,0.41,us,us7000jisy,2023-03-14T04:09:09.040Z,"South Georgia Island region",earthquake,12.16,1.604,0.184,9,reviewed,us,us
2023-03-03T20:10:18.347Z,8.2803,-72.1918,6.875,4.6,mb,72,81,1.653,0.53,us,us7000jh60,2023-03-05T15:14:59.833Z,"9 km NE of La Fría, Venezuela",earthquake,4.84,4.51,0.069,69,reviewed,us,us
2023-03-03T19:37:39.390Z,-16.1064,-74.4302,33.746,4.6,mb,12,152,4.509,0.2,us,us7000jh5p,2023-03-03T21:30:02.040Z,"35 km SSW of Atiquipa, Peru",earthquake,12.9,6.051,0.164,11,reviewed,us,us
2023-03-03T19:00:26.526Z,-30.8464,-13.4389,10,5.5,mww,176,62,16.405,0.63,us,us7000jh5j,2023-03-04T19:03:37.133Z,"southern Mid-Atlantic Ridge",earthquake,10.6,1.766,0.071,19,reviewed,us,us
2023-03-03T15:35:33.631Z,-17.7823,-176.7891,367.761,4.5,mb,40,69,2.787,0.83,us,us7000jh2z,2023-03-03T20:00:17.040Z,"Fiji region",earthquake,12.51,7.114,0.089,37,reviewed,us,us
2023-03-03T13:24:29.077Z,-0.4367,123.0174,86.684,4.5,mb,36,61,0.649,0.56,us,us7000jh1k,2023-03-03T13:47:10.040Z,"62 km NNE of Luwuk, Indonesia",earthquake,5.5,6.956,0.111,24,reviewed,us,us
2023-03-03T12:26:51.681Z,27.2298,142.5749,10,4.5,mb,43,129,6.334,0.57,us,us7000jh1f,2023-03-03T13:24:38.040Z,"Bonin Islands, Japan region",earthquake,12.08,1.908,0.099,30,reviewed,us,us
2023-03-03T09:41:17.296Z,-5.9081,154.4856,50.994,5.2,mb,66,66,6.45,0.66,us,us7000jgzw,2023-03-03T09:58:23.040Z,"119 km WNW of Panguna, Papua New Guinea",earthquake,6.69,6.361,0.064,81,reviewed,us,us
2023-03-03T07:19:54.968Z,-33.5499,-72.0727,22.31,4.6,mb,34,168,0.397,0.63,us,us7000jgzl,2023-03-03T08:40:47.040Z,"43 km W of Cartagena, Chile",earthquake,2.33,5.871,0.133,17,reviewed,us,us
2023-03-03T07:02:27.773Z,-1.6825,120.0337,10,4.6,mb,28,127,2.81,0.8,us,us7000jgzk,2023-03-03T07:28:15.040Z,"86 km WSW of Poso, Indonesia",earthquake,7.72,1.816,0.129,18,reviewed,us,us
2023-03-03T04:53:55.811Z,-59.4108,-18.0796,10,5.6,mww,36,88,11.295,0.93,us,us7000jgzb,2023-03-04T04:57:35.512Z,"east of the South Sandwich Islands",earthquake,5.86,1.861,0.093,11,reviewed,us,us
2023-03-03T04:37:47.223Z,-18.2772,-174.7146,203.017,4.6,mb,19,85,0.772,0.39,us,us7000jgza,2023-03-03T04:55:44.040Z,"87 km WNW of Neiafu, Tonga",earthquake,10.63,4.329,0.146,14,reviewed,us,us
2023-03-03T02:53:42.999Z,37.8535,36.6644,6.064,5,mww,84,39,0.395,0.98,us,us7000jgyv,2023-03-03T18:09:43.526Z,"23 km SE of Göksun, Turkey",earthquake,5.23,3.389,0.059,28,reviewed,us,us
2023-03-03T01:53:26.340Z,-17.1392,-72.7017,18.753,5.3,mww,67,103,2.561,0.63,us,us7000jgyn,2023-03-04T18:27:40.040Z,"54 km SSW of Quilca, Peru",earthquake,11.2,3.276,0.052,36,reviewed,us,us
2023-03-03T01:40:04.979Z,-9.0437,153.5453,10,4.6,mb,11,134,6.314,0.68,us,us7000jgyl,2023-03-03T04:03:35.040Z,"D'Entrecasteaux Islands region",earthquake,8.67,1.97,0.245,8,reviewed,us,us
2023-03-03T00:54:27.959Z,-14.7756,166.5553,10,5.3,mww,71,31,0.915,0.47,us,us7000jgyd,2023-03-14T04:35:18.040Z,"62 km WNW of Port-Olry, Vanuatu",earthquake,6.1,1.803,0.073,18,reviewed,us,us
2023-03-03T00:36:47.457Z,-3.8512,101.8071,57.716,5,mww,121,41,1.252,0.7,us,us7000jgy8,2023-03-14T04:44:01.040Z,"51 km W of Bengkulu, Indonesia",earthquake,7.03,2.991,0.098,10,reviewed,us,us
2023-03-03T00:31:53.167Z,-59.3463,-18.0583,10,5.2,mww,67,91,11.284,0.61,us,us7000jgy9,2023-03-14T04:39:58.040Z,"east of the South Sandwich Islands",earthquake,10.88,1.773,0.098,10,reviewed,us,us
2023-03-02T23:56:29.939Z,-15.0468,166.6219,10,5.4,mb,21,48,0.688,0.34,us,us7000jii1,2023-03-13T05:25:11.035Z,"Vanuatu",earthquake,7.76,1.858,0.221,7,reviewed,us,us
2023-03-02T23:05:11.087Z,-14.8101,166.7173,10,4.6,mb,35,52,0.788,0.42,us,us7000jiih,2023-03-14T03:26:33.040Z,"Vanuatu",earthquake,8.48,1.824,0.119,21,reviewed,us,us
2023-03-02T23:03:36.945Z,-21.3179,-174.0117,10,4.6,mb,20,66,1.122,0.47,us,us7000jiib,2023-03-14T05:00:51.040Z,"97 km E of ‘Ohonua, Tonga",earthquake,7.8,1.807,0.273,4,reviewed,us,us
2023-03-02T21:45:20.720Z,-14.9989,166.8639,28.775,4.6,mb,21,125,0.553,0.63,us,us7000jiht,2023-03-13T03:56:49.040Z,"Vanuatu",earthquake,9.86,5.463,0.158,12,reviewed,us,us
2023-03-02T21:06:57.970Z,-14.8973,166.7618,10,4.6,mb,22,82,0.693,0.5,us,us7000jii9,2023-03-14T02:58:49.040Z,"37 km WNW of Port-Olry, Vanuatu",earthquake,7.93,1.852,0.152,13,reviewed,us,us
2023-03-02T20:55:32.812Z,-14.9557,166.7433,41.852,5,mb,35,101,6.037,0.63,us,us7000jgwe,2023-03-02T21:37:17.040Z,"36 km WNW of Port-Olry, Vanuatu",earthquake,14.2,8.276,0.085,44,reviewed,us,us
2023-03-02T20:12:53.033Z,-14.9083,166.6146,10,4.6,mb,27,106,0.781,0.97,us,us7000jii6,2023-03-14T12:52:19.040Z,"51 km WNW of Port-Olry, Vanuatu",earthquake,4.31,1.846,0.151,13,reviewed,us,us
2023-03-02T20:00:03.979Z,-11.9836,166.0182,10,4.8,mb,48,152,6.48,0.69,us,us7000jgvv,2023-03-13T21:24:49.040Z,"141 km S of Lata, Solomon Islands",earthquake,11.28,1.825,0.099,31,reviewed,us,us
2023-03-02T19:32:27.918Z,-14.787,166.5786,10,4.9,mb,68,38,0.891,0.71,us,us7000jgvl,2023-03-13T21:11:52.040Z,"60 km WNW of Port-Olry, Vanuatu",earthquake,7.45,1.789,0.064,76,reviewed,us,us
2023-03-02T19:05:05.843Z,-14.8286,166.7535,10,4.8,mb,45,71,0.753,1.03,us,us7000jihe,2023-03-13T18:15:47.040Z,"41 km NW of Port-Olry, Vanuatu",earthquake,10.75,1.816,0.098,32,reviewed,us,us
2023-03-02T18:54:07.790Z,-14.9188,166.7031,10,4.7,mb,40,88,0.713,0.88,us,us7000jihf,2023-03-13T18:01:36.040Z,"42 km WNW of Port-Olry, Vanuatu",earthquake,10.21,1.786,0.113,24,reviewed,us,us
2023-03-02T18:52:21.310Z,-14.8153,166.5388,10,4.5,mb,48,85,0.898,0.81,us,us7000jihi,2023-03-13T17:53:13.040Z,"62 km WNW of Port-Olry, Vanuatu",earthquake,8.34,1.726,0.118,30,reviewed,us,us
2023-03-02T18:50:08.222Z,-14.8619,166.6438,10,4.6,mb,45,81,0.794,0.94,us,us7000jihh,2023-03-13T17:36:10.040Z,"50 km WNW of Port-Olry, Vanuatu",earthquake,4.71,1.805,0.114,23,reviewed,us,us
2023-03-02T18:41:27.352Z,-21.2549,-174.1087,10,4.7,mb,25,136,1.025,0.91,us,us7000jii2,2023-03-13T16:47:05.040Z,"87 km E of ‘Ohonua, Tonga",earthquake,6.5,1.828,0.166,11,reviewed,us,us
2023-03-02T18:40:44.099Z,-15.136,166.5063,10,4.7,mb,48,65,0.74,0.6,us,us7000jihw,2023-03-13T16:09:42.040Z,"61 km W of Port-Olry, Vanuatu",earthquake,7.9,1.23,0.096,33,reviewed,us,us
2023-03-02T18:33:37.190Z,-14.8304,166.5139,10,4.8,mb,60,57,0.905,0.64,us,us7000jihc,2023-03-13T15:47:51.040Z,"Vanuatu",earthquake,3.36,1.799,0.08,48,reviewed,us,us
2023-03-02T18:17:05.596Z,-15.223,166.6972,10,4.7,mb,45,87,0.537,0.61,us,us7000jiha,2023-03-13T14:40:41.040Z,"45 km WSW of Port-Olry, Vanuatu",earthquake,6.83,1.821,0.127,29,reviewed,us,us
2023-03-02T18:14:42.744Z,-15.2415,166.5078,10,4.7,mb,17,66,0.701,0.52,us,us7000jih8,2023-03-13T14:04:31.040Z,"Vanuatu",earthquake,7.16,1.86,0.276,4,reviewed,us,us
2023-03-02T18:11:07.084Z,-14.9061,166.672,10,5.2,mb,68,40,0.743,0.8,us,us7000jgv8,2023-03-13T13:50:45.420Z,"Vanuatu",earthquake,6.12,1.781,0.08,52,reviewed,us,us
2023-03-02T18:10:32.365Z,-15.056,166.6459,10,5.2,mb,68,76,0.664,0.86,us,us7000jihy,2023-03-13T13:43:05.040Z,"Vanuatu",earthquake,9.02,1.817,0.087,44,reviewed,us,us
2023-03-02T18:05:31.947Z,-15.0479,166.5748,10,5.7,mb,41,56,0.725,0.66,us,us7000jiip,2023-03-13T13:30:06.040Z,"53 km W of Port-Olry, Vanuatu",earthquake,7.83,1.766,0.149,20,reviewed,us,us
2023-03-02T18:04:29.540Z,-15.4087,166.3656,10,6.5,mww,66,45,5.483,1.38,us,usd000j5jt,2023-03-04T06:43:50.217Z,"86 km WSW of Port-Olry, Vanuatu",earthquake,7.51,1.84,0.042,55,reviewed,us,us
2023-03-02T16:42:58.082Z,-24.2573,-179.9222,514.89,4.7,mb,22,104,5.296,0.87,us,us7000jguv,2023-03-02T17:49:43.040Z,"south of the Fiji Islands",earthquake,11.83,11.056,0.106,29,reviewed,us,us
2023-03-02T16:41:30.003Z,21.5861,143.0574,297.416,4.9,mb,176,70,8.138,0.87,us,us7000jguu,2023-03-03T18:17:26.040Z,"Mariana Islands region",earthquake,9.66,6.644,0.028,399,reviewed,us,us
2023-03-02T14:32:22.070Z,9.0431,122.5829,49.905,4.8,mb,55,50,3.556,0.77,us,us7000jgt9,2023-03-05T21:00:50.124Z,"38 km WSW of Bonawon, Philippines",earthquake,9.83,7.667,0.079,50,reviewed,us,us
2023-03-02T13:43:45.305Z,-44.6761,-82.0921,10,4.7,mb,18,152,6.112,0.91,us,us7000jih1,2023-03-10T19:53:51.040Z,"West Chile Rise",earthquake,10.73,1.925,0.175,10,reviewed,us,us
2023-03-02T13:38:19.804Z,2.8367,127.1596,56.41,4.6,mb,22,171,2.062,0.73,us,us7000jgt6,2023-03-02T14:48:03.040Z,"154 km NW of Tobelo, Indonesia",earthquake,5.07,10.678,0.126,19,reviewed,us,us
2023-03-02T11:58:55.421Z,14.4007,-93.6927,32.775,4.6,mb,42,189,2.398,0.91,us,us7000jgsx,2023-03-02T12:23:59.040Z,"129 km SSW of La Esperanza (El Zapotal), Mexico",earthquake,6.99,7.85,0.046,142,reviewed,us,us
2023-03-02T09:51:39.056Z,13.6991,120.7072,130.569,4.5,mb,41,117,17.717,0.65,us,us7000jgsn,2023-03-02T11:46:24.040Z,"Mindoro, Philippines",earthquake,13.11,7.768,0.083,43,reviewed,us,us
2023-03-02T08:56:45.489Z,1.0635,120.2021,36.013,4.5,mb,26,106,0.581,0.55,us,us7000jgse,2023-03-02T09:18:02.040Z,"Minahasa, Sulawesi, Indonesia",earthquake,7.55,3.957,0.131,25,reviewed,us,us
2023-03-02T08:23:58.916Z,2.4582,128.2838,75.46,4.6,mb,41,109,1.909,0.35,us,us7000jgsd,2023-03-02T09:08:26.040Z,"86 km NNE of Tobelo, Indonesia",earthquake,10.7,8.9,0.081,45,reviewed,us,us
2023-03-02T07:19:01.487Z,32.5313,135.7405,16.123,4.5,mb,30,95,1.97,0.44,us,us7000jgs8,2023-03-02T08:13:16.040Z,"135 km S of Shingū, Japan",earthquake,5.07,4.815,0.131,18,reviewed,us,us
2023-03-02T06:56:28.708Z,63.8634,-153.218,10.2,4.7,mb,,,,0.95,ak,ak0232szou3r,2023-03-13T19:13:40.682Z,"44 km W of Lake Minchumina, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-03-02T06:47:39.954Z,33.3315,139.4942,9.945,5.1,mww,65,77,0.344,0.49,us,us7000jgry,2023-03-02T07:07:30.040Z,"157 km SSE of Shimoda, Japan",earthquake,5.01,4.54,0.073,18,reviewed,us,us
2023-03-02T06:14:51.230Z,43.4055,147.2168,40.09,5.2,mb,91,116,3.299,0.81,us,us7000jgrs,2023-03-02T06:34:17.040Z,"59 km SE of Shikotan, Russia",earthquake,8.74,6.763,0.024,558,reviewed,us,us
2023-03-02T05:42:02.894Z,-55.0984,-31.4958,10,5.2,mww,44,73,3.01,0.53,us,us7000jgrg,2023-03-02T05:59:04.040Z,"South Georgia Island region",earthquake,5.37,1.868,0.098,10,reviewed,us,us
2023-03-02T04:40:43.656Z,16.3221,-94.2691,99.89,5.7,mww,136,71,2.048,0.7,us,us7000jgr1,2023-03-04T03:50:39.448Z,"8 km WNW of Chahuites, Mexico",earthquake,8.15,5.004,0.031,97,reviewed,us,us
2023-03-02T01:30:29.008Z,-6.0092,146.4085,105.512,4.9,mb,49,118,3.455,0.54,us,us7000jgq8,2023-03-03T02:39:58.626Z,"67 km ENE of Kainantu, Papua New Guinea",earthquake,11.31,8.197,0.068,68,reviewed,us,us
2023-03-01T23:05:23.308Z,-1.5806,100.8362,91.988,5,mww,93,78,3.479,0.69,us,us7000jgnz,2023-03-02T00:03:08.604Z,"southern Sumatra, Indonesia",earthquake,7.06,6.547,0.093,11,reviewed,us,us
2023-03-01T22:36:06.274Z,-1.0123,137.0076,18.268,4.6,mb,46,113,5.119,0.62,us,us7000jgnn,2023-03-01T22:51:27.040Z,"104 km E of Biak, Indonesia",earthquake,11.46,3.192,0.087,39,reviewed,us,us
2023-03-01T19:29:50.616Z,44.4931,149.5856,35,5,mb,60,78,5.033,0.69,us,us7000jgmv,2023-03-10T17:45:43.040Z,"157 km ESE of Kuril’sk, Russia",earthquake,9.21,1.894,0.057,100,reviewed,us,us
2023-03-01T19:28:07.283Z,14.1488,146.8029,9.928,5.5,mww,103,44,1.959,0.91,us,us7000jgmu,2023-03-13T19:38:16.779Z,"Rota region, Northern Mariana Islands",earthquake,8.54,2.713,0.066,22,reviewed,us,us
2023-03-01T17:21:30.573Z,35.8966,140.8121,76.612,4.5,mb,30,138,2.201,0.81,us,us7000ji8j,2023-03-10T17:03:29.040Z,"16 km ESE of Kashima-shi, Japan",earthquake,6.22,8.475,0.192,8,reviewed,us,us
2023-03-01T15:14:42.672Z,9.0899,122.4938,10,4.7,mb,28,100,3.655,0.84,us,us7000jgk9,2023-03-01T15:44:36.040Z,"38 km SSW of Basay, Philippines",earthquake,9.24,1.896,0.12,21,reviewed,us,us
2023-03-01T13:59:22.322Z,27.4185,142.7435,17.451,5,mb,97,73,6.217,0.63,us,us7000jgk0,2023-03-01T14:42:45.040Z,"Bonin Islands, Japan region",earthquake,8.6,4.445,0.054,113,reviewed,us,us
2023-03-01T12:54:52.503Z,-60.2851,-27.1106,62.722,5.1,mb,37,90,17.435,0.59,us,us7000jgjq,2023-03-01T13:15:08.040Z,"South Sandwich Islands region",earthquake,10.39,6.117,0.096,35,reviewed,us,us
2023-03-01T11:12:06.585Z,-6.1037,149.8546,44.07,4.7,mb,30,64,2.983,0.89,us,us7000jgja,2023-03-01T11:30:00.040Z,"35 km ENE of Kandrian, Papua New Guinea",earthquake,9.83,8.108,0.106,27,reviewed,us,us
2023-03-01T08:09:14.567Z,-17.7428,-74.6139,10,4.7,mb,46,162,4.112,1.11,us,us7000jgip,2023-03-01T08:29:09.040Z,"Off the coast of southern Peru",earthquake,9.12,1.931,0.11,25,reviewed,us,us
2023-03-01T07:20:23.368Z,36.2808,36.0549,11.438,4.7,mb,70,102,1.285,1.09,us,us7000jgic,2023-03-06T22:39:02.991Z,"7 km NW of Günyazı, Turkey",earthquake,5.78,4.557,0.077,51,reviewed,us,us
2023-03-01T05:57:59.195Z,59.0067,-151.168,24.2,4.5,mb,,,,0.65,ak,ak0232rbkc00,2023-03-08T19:40:58.571Z,"53 km SE of Port Graham, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-03-01T05:36:15.000Z,-4.8138,149.487,598.925,6.5,mww,115,20,2.739,0.88,us,us7000jgfd,2023-03-02T05:48:59.783Z,"108 km NW of Kimbe, Papua New Guinea",earthquake,9.16,5.526,0.073,18,reviewed,us,us
2023-02-28T22:06:50.550Z,2.6739,126.5567,57.184,4.5,mb,57,106,2.056,0.83,us,us7000jgcp,2023-02-28T22:47:24.040Z,"Molucca Sea",earthquake,8.06,7.829,0.08,46,reviewed,us,us
2023-02-28T20:11:58.015Z,8.3336,126.4593,88.951,4.6,mb,91,82,1.529,0.84,us,us7000jgbt,2023-03-01T16:10:51.040Z,"13 km ENE of Tidman, Philippines",earthquake,7.74,6.626,0.057,98,reviewed,us,us
2023-02-28T19:44:35.328Z,13.59,-90.716,68.408,5.2,mww,194,74,0.96,0.65,us,us7000jgbl,2023-03-01T15:00:11.978Z,"37 km S of Iztapa, Guatemala",earthquake,6.32,2.889,0.043,52,reviewed,us,us
2023-02-28T17:09:19.443Z,6.3182,126.3321,57.093,4.5,mb,41,115,1.057,0.55,us,us7000jgan,2023-02-28T22:16:59.040Z,"17 km ESE of Pondaguitan, Philippines",earthquake,8.35,7.633,0.097,34,reviewed,us,us
2023-02-28T16:14:14.285Z,-17.4955,-177.1848,374.997,4.6,mb,72,36,3.295,0.95,us,us7000jg9h,2023-03-09T20:47:10.040Z,"Fiji region",earthquake,10.27,2.575,0.066,68,reviewed,us,us
2023-02-28T15:58:42.181Z,27.8012,55.3104,10,4.5,mb,103,48,2.955,0.73,us,us7000jg9f,2023-03-09T19:14:03.040Z,"116 km E of Gerāsh, Iran",earthquake,8.64,1.839,0.057,91,reviewed,us,us
