time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-28T15:48:02.985Z,35.6758,140.7378,44.173,4.5,mwr,42,131,2.228,0.78,us,us7000jg9d,2023-03-09T16:43:25.040Z,"9 km ESE of Asahi, Japan",earthquake,7.84,6.906,0.089,12,reviewed,us,us
2023-02-28T14:46:51.382Z,29.6162,101.9744,10,5.2,mww,98,46,6.486,0.72,us,us7000jg92,2023-03-08T21:22:49.225Z,"Western Sichuan, China",earthquake,8.63,1.815,0.066,22,reviewed,us,us
2023-02-28T14:42:50.761Z,1.3696,125.7758,64.487,5.1,mb,99,51,1.698,0.75,us,us7000jg91,2023-03-08T21:18:17.563Z,"90 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,6.71,3.195,0.059,95,reviewed,us,us
2023-02-28T12:07:33.072Z,6.5484,60.2024,10,5.4,mww,105,34,12.104,1.04,us,us7000jg89,2023-03-01T12:10:15.276Z,"Carlsberg Ridge",earthquake,9.38,1.813,0.052,35,reviewed,us,us
2023-02-28T11:12:09.077Z,32.9764,141.6939,10,5.2,mww,136,93,1.585,0.79,us,us7000jg86,2023-02-28T11:32:11.040Z,"272 km SSE of Katsuura, Japan",earthquake,6.71,1.847,0.083,14,reviewed,us,us
2023-02-28T10:51:30.329Z,14.0368,-92.7629,55.218,4.5,mb,31,147,2.25,1.01,us,us7000jg81,2023-03-06T10:51:29.040Z,"80 km SW of Brisas Barra de Suchiate, Mexico",earthquake,9.89,10.543,0.059,84,reviewed,us,us
2023-02-28T04:49:55.070Z,-31.2007,-65.8458,8.136,4.9,mb,56,42,2.452,0.8,us,us7000jg65,2023-03-01T04:26:42.040Z,"69 km S of Castro Barros, Argentina",earthquake,7.28,4.244,0.094,36,reviewed,us,us
2023-02-28T04:20:59.239Z,38.0968,73.2693,10,5.2,mww,47,89,1.795,0.46,us,us7000jg5z,2023-03-01T04:18:07.040Z,"61 km W of Murghob, Tajikistan",earthquake,7.34,1.895,0.098,10,reviewed,us,us
2023-02-28T03:55:10.857Z,35.8699,140.9309,46.248,4.7,mb,55,128,2.301,0.59,us,us7000jg5v,2023-03-01T04:02:27.040Z,"17 km NNE of Hasaki, Japan",earthquake,2.49,6.671,0.066,70,reviewed,us,us
2023-02-27T23:47:41.899Z,-21.0983,-68.958,127.684,4.5,mb,28,43,0.498,0.45,us,us7000jg4r,2023-03-05T01:29:25.955Z,"150 km N of Calama, Chile",earthquake,4.17,6.255,0.157,12,reviewed,us,us
2023-02-27T21:50:10.772Z,39.8262,13.8624,412.09,4.5,mb,70,112,1.319,0.71,us,us7000jg46,2023-02-27T22:08:06.040Z,"85 km SSW of Anacapri, Italy",earthquake,11.23,7.375,0.049,124,reviewed,us,us
2023-02-27T21:36:50.568Z,-4.5399,154.9101,140.307,4.5,mb,28,132,2.76,0.54,us,us7000jg40,2023-02-27T22:15:35.040Z,"200 km NNW of Arawa, Papua New Guinea",earthquake,12.11,10.304,0.108,25,reviewed,us,us
2023-02-27T20:52:36.035Z,-21.8025,-68.6673,119.858,4.7,mb,45,38,0.534,0.76,us,us7000jg3i,2023-03-10T16:14:02.040Z,"77 km NNE of Calama, Chile",earthquake,6.09,5.001,0.118,22,reviewed,us,us
2023-02-27T19:36:03.011Z,39.4108,74.0746,10,4.6,mb,65,75,1.763,1.01,us,us7000jg36,2023-03-10T15:49:49.040Z,"138 km N of Murghob, Tajikistan",earthquake,6.15,1.656,0.069,62,reviewed,us,us
2023-02-27T18:56:10.027Z,38.5751,142.0392,55.922,4.6,mb,72,126,2.336,0.69,us,us7000jg2q,2023-03-10T15:32:47.040Z,"61 km SSE of Ōfunato, Japan",earthquake,7.53,5.956,0.07,61,reviewed,us,us
2023-02-27T18:46:05.968Z,12.6571,-87.9923,69.601,5.2,mww,77,72,0.949,1.1,us,us7000jg2l,2023-03-10T15:23:16.747Z,"59 km W of Jiquilillo, Nicaragua",earthquake,5.87,3.876,0.051,37,reviewed,us,us
2023-02-27T16:31:32.257Z,-6.7285,129.7509,158.879,4.5,mb,72,98,2.197,0.73,us,us6000jrz5,2023-03-08T17:55:05.040Z,"Banda Sea",earthquake,9.11,6.967,0.072,57,reviewed,us,us
2023-02-27T16:15:41.840Z,-5.5852,149.9691,10,4.6,mb,36,97,2.588,0.56,us,us6000jrz2,2023-03-08T17:38:58.040Z,"19 km WSW of Kimbe, Papua New Guinea",earthquake,12.31,1.884,0.105,27,reviewed,us,us
2023-02-27T14:08:22.883Z,-26.7427,-70.1756,95.899,4.5,mwr,48,117,0.703,0.93,us,us6000jrxt,2023-03-08T17:06:59.040Z,"43 km SSW of Diego de Almagro, Chile",earthquake,4.68,3.707,,,reviewed,us,guc
2023-02-27T13:13:55.630Z,-55.2996,-27.2046,10,4.7,mb,23,93,5.468,0.56,us,us7000jhxu,2023-03-08T16:09:13.040Z,"South Sandwich Islands region",earthquake,8.27,1.877,0.159,12,reviewed,us,us
2023-02-27T12:08:26.272Z,-21.594,-66.8645,216.914,4.6,mb,48,121,1.819,0.8,us,us6000jrx4,2023-02-27T12:23:31.040Z,"Potosi, Bolivia",earthquake,7.59,3.764,0.073,56,reviewed,us,us
2023-02-27T09:50:42.907Z,-11.2688,166.2826,83.403,5.5,mb,108,33,4.249,0.42,us,us6000jrwn,2023-02-28T09:53:36.478Z,"80 km SE of Lata, Solomon Islands",earthquake,8.32,6.56,0.027,460,reviewed,us,us
2023-02-27T09:32:57.242Z,57.297,-154.2645,27.2,4.6,mb,,,,0.84,ak,ak0232o2q0g4,2023-03-08T00:13:13.116Z,"32 km SSW of Larsen Bay, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-02-27T09:05:09.467Z,-5.6603,-80.5633,82.787,4.6,mb,29,149,2.156,0.7,us,us6000jrwb,2023-02-28T08:01:54.040Z,"30 km ESE of Sechura, Peru",earthquake,10.64,5.535,0.119,21,reviewed,us,us
2023-02-27T09:04:51.978Z,38.2289,38.2828,10,5.2,mww,85,26,0.864,1.09,us,us6000jrw4,2023-02-27T17:47:50.668Z,"eastern Turkey",earthquake,4.53,1.861,0.052,35,reviewed,us,us
2023-02-27T08:46:24.641Z,30.5324,-41.9046,10,4.8,mb,97,66,21.354,0.43,us,us6000jrw1,2023-02-27T15:55:02.040Z,"northern Mid-Atlantic Ridge",earthquake,10.68,1.872,0.048,134,reviewed,us,us
2023-02-27T08:43:08.467Z,30.5148,-41.8801,10,4.8,mb,108,75,15.341,0.36,us,us6000jrw0,2023-02-27T09:12:53.040Z,"northern Mid-Atlantic Ridge",earthquake,8.56,1.898,0.048,136,reviewed,us,us
2023-02-27T06:40:59.666Z,-20.5315,-178.3629,548.13,5.6,mww,129,32,3.022,0.57,us,us6000jrvn,2023-02-28T06:43:57.655Z,"Fiji region",earthquake,10.54,6.263,0.075,17,reviewed,us,us
2023-02-27T06:19:48.892Z,37.899,37.0499,10,4.8,mb,92,47,0.411,0.62,us,us6000jrvk,2023-02-27T09:15:45.203Z,"21 km SW of Ekinözü, Turkey",earthquake,5.23,1.901,0.076,54,reviewed,us,us
2023-02-27T03:01:25.943Z,-5.8923,-80.9025,35,4.8,mb,87,154,2.473,0.66,us,us6000jru0,2023-02-27T06:17:00.156Z,"38 km SSW of Sechura, Peru",earthquake,9.41,1.917,0.035,250,reviewed,us,us
2023-02-27T02:51:21.144Z,37.8673,37.5785,10,5,mb,124,30,0.753,0.73,us,us6000jrtz,2023-02-27T18:10:44.599Z,"10 km NNW of Gölbaşı, Turkey",earthquake,4.09,1.779,0.036,245,reviewed,us,us
2023-02-27T01:35:48.469Z,17.343,147.5526,10,4.9,mb,48,149,4.541,0.42,us,us6000jrtu,2023-02-27T04:33:21.040Z,"Mariana Islands region",earthquake,13.25,1.911,0.064,77,reviewed,us,us
2023-02-27T01:31:14.760Z,-32.8633,-178.8538,40.609,5.1,mb,49,153,3.678,0.8,us,us6000jrtp,2023-02-27T04:55:36.040Z,"south of the Kermadec Islands",earthquake,10.96,5.757,0.099,33,reviewed,us,us
2023-02-27T01:26:03.159Z,-1.6864,120.217,22.712,5.6,mww,140,34,2.633,0.67,us,us6000jrtm,2023-02-28T01:29:23.723Z,"67 km WSW of Poso, Indonesia",earthquake,6.53,4.264,0.066,22,reviewed,us,us
2023-02-26T23:58:04.181Z,41.8262,79.8518,10,5.1,mb,73,83,1.272,0.55,us,us6000jrt9,2023-02-27T04:16:54.819Z,"79 km NNW of Aksu, China",earthquake,5.61,1.338,0.06,91,reviewed,us,us
2023-02-26T23:33:18.143Z,18.7202,145.5187,210.671,4.6,mb,75,66,5.14,0.86,us,us6000jrt6,2023-02-27T04:06:03.040Z,"Pagan region, Northern Mariana Islands",earthquake,10.4,6.87,0.041,176,reviewed,us,us
2023-02-26T21:42:13.986Z,42.0819,79.9136,10,4.9,mb,59,77,1.198,0.63,us,us6000jrss,2023-02-27T02:58:06.040Z,"Kyrgyzstan",earthquake,3.98,1.85,0.086,42,reviewed,us,us
2023-02-26T21:35:01.303Z,14.9364,-104.5563,10,4.6,mb,51,217,5.661,0.57,us,us6000jrsv,2023-02-26T22:25:29.040Z,"northern East Pacific Rise",earthquake,11.79,1.984,0.038,205,reviewed,us,us
2023-02-26T16:41:15.327Z,-8.545,123.394,188.251,4.9,mww,54,54,1.147,1.06,us,us6000jrrq,2023-03-04T14:34:17.040Z,"123 km NNW of Naisano Dua, Indonesia",earthquake,7.89,4.318,0.086,13,reviewed,us,us
2023-02-26T15:08:14.122Z,-20.6362,-178.3171,544.121,4.6,mb,31,79,2.959,0.56,us,us6000jrrj,2023-02-26T17:13:55.040Z,"Fiji region",earthquake,15.3,8.556,0.084,42,reviewed,us,us
2023-02-26T14:55:45.670Z,25.2094,141.1066,142.431,4.6,mb,20,128,2.114,0.72,us,us7000jhnv,2023-03-10T19:45:21.040Z,"Volcano Islands, Japan region",earthquake,11.06,7.604,0.173,10,reviewed,us,us
2023-02-26T13:53:18.646Z,51.5219,-178.2995,49.194,5,mb,73,139,0.342,0.79,us,us6000jrqy,2023-03-11T14:03:23.284Z,"121 km WSW of Adak, Alaska",earthquake,4.75,5.131,0.028,422,reviewed,us,us
2023-02-26T13:53:17.356Z,51.4632,-178.2961,42.7,5,mb,,,,0.46,ak,ak0232mhotav,2023-03-04T01:43:53.680Z,"123 km WSW of Adak, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2023-02-26T13:18:21.036Z,-40.2731,-16.3222,10,4.7,mb,14,95,19.486,0.87,us,us7000jhns,2023-03-10T17:10:30.040Z,"southern Mid-Atlantic Ridge",earthquake,12.71,1.922,0.147,14,reviewed,us,us
2023-02-26T13:03:24.206Z,8.4375,-82.7986,6.339,4.5,mb,37,108,0.516,0.6,us,us6000jrqi,2023-02-26T14:11:46.664Z,"3 km NNW of La Esperanza, Panama",earthquake,2.87,6.006,0.101,29,reviewed,us,us
2023-02-26T11:48:15.792Z,-30.2776,-177.5325,20.36,5,mb,38,121,1.066,0.62,us,us6000jrq2,2023-03-07T11:39:28.040Z,"Kermadec Islands, New Zealand",earthquake,10.5,5.8,0.111,26,reviewed,us,us
2023-02-26T11:37:41.252Z,-30.2208,-177.431,34.066,4.8,mb,33,75,1.046,0.7,us,us6000jrpv,2023-03-07T11:34:46.040Z,"Kermadec Islands, New Zealand",earthquake,6.98,5.709,0.119,22,reviewed,us,us
2023-02-26T09:44:15.844Z,-60.633,-51.5113,10,4.5,mb,22,87,3.793,0.44,us,us7000jhnu,2023-03-07T09:42:19.040Z,"Scotia Sea",earthquake,8.25,1.611,0.157,12,reviewed,us,us
2023-02-26T09:14:47.528Z,19.1025,121.1144,37.084,4.9,mb,89,115,3.697,0.73,us,us6000jrp8,2023-03-07T11:19:16.040Z,"Babuyan Islands region, Philippines",earthquake,8.37,3.673,0.054,107,reviewed,us,us
2023-02-26T05:52:43.397Z,1.7814,125.8377,8.842,4.8,mb,71,73,1.828,0.66,us,us6000jrnr,2023-02-26T22:26:50.865Z,"101 km ENE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,4.75,3.752,0.072,60,reviewed,us,us
2023-02-26T05:13:13.523Z,-11.3973,165.7114,10,4.8,mb,36,139,4.279,0.63,us,us6000jrng,2023-02-26T05:32:45.040Z,"74 km S of Lata, Solomon Islands",earthquake,12.87,1.914,0.098,40,reviewed,us,us
2023-02-26T03:53:02.135Z,5.5632,126.4766,10,4.8,mb,22,121,1.742,0.7,us,us6000jrn6,2023-02-26T04:11:03.040Z,"94 km SSE of Pondaguitan, Philippines",earthquake,6.45,1.885,0.139,19,reviewed,us,us
2023-02-26T03:21:19.743Z,-11.2993,165.7764,10,4.9,mb,24,117,4.35,0.57,us,us6000jrn4,2023-02-26T03:39:31.040Z,"Santa Cruz Islands",earthquake,10.65,1.92,0.11,26,reviewed,us,us
2023-02-25T23:32:47.142Z,-0.1153,124.632,11.091,4.9,mb,68,44,2.075,0.79,us,us6000jrmf,2023-03-10T06:00:17.040Z,"159 km S of Tomohon, Indonesia",earthquake,6.86,3.742,0.063,79,reviewed,us,us
2023-02-25T23:16:14.985Z,-23.2572,-13.2758,10,4.6,mb,22,86,10.149,0.57,us,us7000jh4a,2023-03-11T04:39:48.040Z,"southern Mid-Atlantic Ridge",earthquake,10.35,1.813,0.14,15,reviewed,us,us
2023-02-25T22:51:47.979Z,-64.3358,-178.6842,10,5,mb,52,35,14.289,0.56,us,us7000jh4f,2023-03-11T04:55:25.040Z,"Pacific-Antarctic Ridge",earthquake,11.76,0.82,0.099,32,reviewed,us,us
2023-02-25T22:16:32.850Z,-6.1823,150.1892,10,4.6,mb,43,62,4.389,0.88,us,us6000jrm5,2023-03-10T05:49:04.747Z,"70 km S of Kimbe, Papua New Guinea",earthquake,10.41,1.845,0.092,35,reviewed,us,us
2023-02-25T21:24:48.550Z,-6.0978,149.8103,39.515,6.2,mww,115,29,3.014,0.78,us,us6000jrlp,2023-03-07T06:35:23.020Z,"31 km ENE of Kandrian, Papua New Guinea",earthquake,7.78,2.323,0.046,46,reviewed,us,us
2023-02-25T21:21:43.893Z,-18.6561,-177.7036,459.902,4.5,mb,24,51,3.375,0.92,us,us7000jh41,2023-03-11T06:22:55.040Z,"Fiji region",earthquake,12.04,9.491,0.163,11,reviewed,us,us
2023-02-25T21:13:09.191Z,-16.8844,-176.9645,10,4.6,mb,10,203,2.794,0.45,us,us7000jh40,2023-03-11T06:14:22.040Z,"Fiji region",earthquake,8.17,1.986,0.206,7,reviewed,us,us
2023-02-25T20:10:51.136Z,-16.2575,-172.7586,34.667,4.7,mb,27,81,2.657,0.77,us,us6000jrle,2023-02-25T22:16:01.040Z,"115 km ESE of Hihifo, Tonga",earthquake,11.84,2.616,0.078,50,reviewed,us,us
2023-02-25T16:48:05.114Z,-12.2749,122.4748,10,4.6,mb,13,153,3.06,1.06,us,us6000jrkp,2023-02-25T18:40:42.040Z,"263 km SSW of Kupang, Indonesia",earthquake,9.22,1.954,0.206,8,reviewed,us,us
2023-02-25T16:25:15.081Z,-36.8717,-73.4591,26.58,4.8,mwr,36,80,0.249,0.85,us,us6000jrkg,2023-02-25T20:27:11.534Z,"33 km WNW of Coronel, Chile",earthquake,6.32,5.126,,,reviewed,us,guc
2023-02-25T16:24:58.155Z,-56.3968,-27.4601,110.001,4.5,mb,11,209,5.57,0.8,us,us7000jh4h,2023-03-05T15:15:49.040Z,"South Sandwich Islands region",earthquake,15.1,12.731,0.18,9,reviewed,us,us
2023-02-25T16:03:21.866Z,22.7835,121.2858,10,4.6,mb,25,133,0.193,1.09,us,us6000jrkd,2023-02-25T23:38:56.688Z,"92 km ESE of Yujing, Taiwan",earthquake,3.15,1.92,0.151,13,reviewed,us,us
2023-02-25T13:27:42.966Z,42.7801,145.0736,50.181,6,mww,157,49,1.612,0.91,us,us6000jrjl,2023-02-26T13:48:03.381Z,"61 km ESE of Kushiro, Japan",earthquake,6.53,3.435,0.052,35,reviewed,us,us
2023-02-25T10:54:08.452Z,-7.351,129.0367,133.759,4.6,mb,52,61,2.94,0.62,us,us6000jrj7,2023-02-25T11:15:09.040Z,"259 km ENE of Lospalos, Timor Leste",earthquake,8.59,2.027,0.075,55,reviewed,us,us
2023-02-25T10:27:12.200Z,37.9941,34.0224,16.466,5.2,mww,101,55,1.67,0.85,us,us6000jriw,2023-02-27T06:16:36.521Z,"19 km ENE of Emirgazi, Turkey",earthquake,5.02,3.928,0.048,41,reviewed,us,us
2023-02-25T10:25:44.492Z,27.1653,126.7673,10,5.1,mb,50,60,1.382,0.56,us,us6000jrix,2023-02-26T01:42:53.878Z,"133 km NW of Ishikawa, Japan",earthquake,7,1.631,0.094,37,reviewed,us,us
2023-02-25T06:51:38.403Z,15.4112,-104.5171,10,4.7,mb,78,203,4.007,0.66,us,us6000jrhz,2023-03-12T07:53:04.040Z,"off the coast of Michoacan, Mexico",earthquake,10.69,1.957,0.054,103,reviewed,us,us
2023-02-25T06:25:21.714Z,51.621,158.5476,65.236,4.9,mb,144,60,1.406,0.66,us,us6000jrhm,2023-03-12T07:35:43.040Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,9.06,5.896,0.049,132,reviewed,us,us
2023-02-25T05:00:01.437Z,-47.2908,-13.3171,10,5.1,mb,45,74,24.949,0.43,us,us6000jrh4,2023-03-12T06:32:16.040Z,"southern Mid-Atlantic Ridge",earthquake,7.94,1.892,0.086,44,reviewed,us,us
2023-02-25T03:49:13.589Z,34.8997,140.1181,70.371,4.6,mb,20,172,1.608,0.46,us,us6000jrh0,2023-02-25T04:26:07.040Z,"21 km S of Kamogawa, Japan",earthquake,5.6,9.77,0.207,7,reviewed,us,us
2023-02-25T02:08:30.341Z,-5.706,103.8485,61.218,4.9,mb,40,95,1.605,0.96,us,us6000jrgl,2023-02-25T02:26:49.040Z,"150 km SW of Kotabumi, Indonesia",earthquake,8.73,8.428,0.093,36,reviewed,us,us
2023-02-25T01:52:14.484Z,-57.9059,-23.9398,10,4.5,mb,17,91,16.319,0.69,us,us7000jh34,2023-03-03T23:12:24.040Z,"South Sandwich Islands region",earthquake,14.56,1.888,0.157,12,reviewed,us,us
2023-02-24T23:15:11.165Z,-55.2783,-27.9609,10,4.9,mb,46,67,5.036,0.59,us,us6000jrin,2023-03-12T03:28:31.040Z,"South Sandwich Islands region",earthquake,6.26,1.848,0.092,37,reviewed,us,us
2023-02-24T22:16:46.046Z,12.0985,143.8638,10,4.6,mb,23,150,1.776,0.51,us,us7000jh2g,2023-03-12T21:29:54.040Z,"155 km SW of Merizo Village, Guam",earthquake,7.56,1.943,0.141,15,reviewed,us,us
2023-02-24T22:00:44.352Z,59.0284,-151.1926,41.7,4.7,mwr,,,,0.86,ak,ak0232jbnptv,2023-03-07T05:52:11.299Z,"51 km SE of Port Graham, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-02-24T20:25:28.510Z,38.0827,38.6687,0,4.5,mwr,115,55,1.042,0.81,us,us6000jrej,2023-02-24T21:09:56.040Z,"7 km NE of Sincik, Turkey",earthquake,3.52,3.926,0.053,34,reviewed,us,us
2023-02-24T17:28:36.611Z,2.8834,126.1332,34.284,4.9,mww,112,70,2.433,1.21,us,us6000jrdd,2023-02-25T21:06:31.040Z,"Molucca Sea",earthquake,6.24,4.943,0.08,15,reviewed,us,us
2023-02-24T17:20:00.587Z,38.7876,37.3085,10,4.6,mwr,95,31,0.794,0.99,us,us6000jrdc,2023-02-25T20:58:43.040Z,"7 km NNE of Gürün, Turkey",earthquake,1.97,1.853,0.053,34,reviewed,us,us
2023-02-24T15:59:10.959Z,-24.3673,-67.4355,195.593,4.5,mb,18,125,1.565,0.81,us,us6000jrcg,2023-02-25T01:43:33.781Z,"Salta, Argentina",earthquake,7.78,11.781,0.27,5,reviewed,us,us
2023-02-24T15:24:47.050Z,14.071,146.696,10,5,mww,151,78,1.839,0.5,us,us6000jrca,2023-03-12T15:34:53.805Z,"152 km SE of San Jose Village, Northern Mariana Islands",earthquake,3.8,1.814,0.098,10,reviewed,us,us
2023-02-24T14:57:56.046Z,-33.2896,-178.4537,10,4.8,mb,28,118,4.041,0.56,us,us6000jrbs,2023-03-05T11:23:06.040Z,"south of the Kermadec Islands",earthquake,13.96,1.88,0.144,16,reviewed,us,us
2023-02-24T14:39:12.612Z,-15.7507,-177.5099,425.149,4.6,mb,61,51,1.551,0.78,us,us6000jrav,2023-03-05T11:19:30.040Z,"171 km SSE of Alo, Wallis and Futuna",earthquake,8.38,5.882,0.04,187,reviewed,us,us
2023-02-24T14:02:00.044Z,37.9736,33.9905,10.022,4.5,mb,64,83,1.702,0.44,us,us6000jral,2023-03-05T10:51:20.948Z,"central Turkey",earthquake,4.81,4.478,0.082,44,reviewed,us,us
2023-02-24T11:50:47.745Z,54.375,-161.4987,44.205,4.8,mb,110,135,0.766,0.47,us,us6000jra2,2023-03-05T10:30:22.151Z,"92 km SE of King Cove, Alaska",earthquake,5.37,5.575,0.047,143,reviewed,us,us
2023-02-24T11:33:07.081Z,-25.3102,178.7009,590.684,4.5,mb,28,128,4.936,0.72,us,us6000jra1,2023-03-05T07:03:43.040Z,"south of the Fiji Islands",earthquake,13.15,14.498,0.118,21,reviewed,us,us
2023-02-24T07:02:58.655Z,18.5793,-63.3718,36.781,4.5,mwr,147,31,0.597,0.63,us,us6000jr7i,2023-03-11T13:12:18.506Z,"51 km NW of Sandy Ground Village, Anguilla",earthquake,4.18,5.395,0.043,51,reviewed,us,us
2023-02-24T05:25:02.287Z,-5.5284,154.2364,141.519,4.8,mb,74,123,2.456,0.77,us,us6000jr73,2023-03-11T10:01:37.040Z,"163 km WNW of Panguna, Papua New Guinea",earthquake,10.84,2.24,0.068,67,reviewed,us,us
2023-02-24T02:35:44.209Z,-6.0918,149.7834,43.537,4.6,mb,21,112,11.468,0.82,us,us6000jr68,2023-02-24T02:55:27.040Z,"29 km ENE of Kandrian, Papua New Guinea",earthquake,10.57,7.553,0.136,17,reviewed,us,us
2023-02-23T20:02:49.464Z,3.282,128.1364,110,6.3,mww,141,27,2.609,0.9,us,us6000jr32,2023-03-03T20:33:10.383Z,"172 km N of Tobelo, Indonesia",earthquake,7.49,1.87,0.056,31,reviewed,us,us
2023-02-23T19:42:34.611Z,-18.058,-178.3685,575.909,4.5,mb,36,55,3.422,0.92,us,us7000jh0p,2023-03-03T20:01:14.040Z,"245 km E of Levuka, Fiji",earthquake,14.63,4.428,0.118,21,reviewed,us,us
2023-02-23T17:21:55.976Z,-6.0633,-106.516,10,5.4,mww,72,151,24.754,0.73,us,us6000jr2a,2023-03-03T18:17:34.497Z,"central East Pacific Rise",earthquake,15.1,1.854,0.073,18,reviewed,us,us
2023-02-23T16:56:47.051Z,-11.6937,116.4272,10,4.6,mb,52,111,3.142,0.72,us,us6000jr25,2023-02-25T20:16:35.040Z,"South of Lombok, Indonesia",earthquake,7.84,1.889,0.092,42,reviewed,us,us
2023-02-23T15:53:47.342Z,36.019,36.0928,10,4.9,mww,187,34,1.46,0.86,us,us6000jr1t,2023-02-25T18:23:00.991Z,"8 km NW of Kışlak, Turkey",earthquake,5.38,1.817,0.051,37,reviewed,us,us
2023-02-23T13:01:20.909Z,-24.0471,-66.8984,214.011,5.3,mww,53,44,1.603,0.77,us,us6000jr0f,2023-02-24T01:51:22.893Z,"61 km WNW of San Antonio de los Cobres, Argentina",earthquake,8.35,8.195,0.051,37,reviewed,us,us
2023-02-23T11:24:32.941Z,38.3859,72.9777,61.679,4.6,mb,43,65,1.426,0.76,us,us6000jr07,2023-02-23T12:33:24.040Z,"89 km WNW of Murghob, Tajikistan",earthquake,4.33,9.303,0.073,56,reviewed,us,us
2023-02-23T10:23:38.907Z,-33.9235,-73.2001,26.783,5.5,mww,80,51,1.347,1.12,us,us6000jqzy,2023-02-24T10:27:08.939Z,"151 km WSW of San Antonio, Chile",earthquake,4.79,4.205,0.041,58,reviewed,us,us
2023-02-23T08:27:11.495Z,14.9872,-104.5024,16.716,4.5,mb,57,227,5.59,0.72,us,us6000jqzl,2023-02-23T08:53:36.040Z,"northern East Pacific Rise",earthquake,6.09,7.878,0.048,129,reviewed,us,us
2023-02-23T08:01:02.881Z,38.128,73.2184,10,4.7,mb,75,55,1.745,0.66,us,us6000jqzk,2023-02-23T08:35:43.040Z,"Tajikistan-Xinjiang border region",earthquake,4,1.907,0.058,91,reviewed,us,us
2023-02-23T06:50:49.137Z,38.4879,72.8122,10,4.5,mb,21,171,1.264,0.56,us,us6000jqze,2023-02-23T07:28:35.040Z,"Tajikistan",earthquake,8,2,0.14,15,reviewed,us,us
2023-02-23T06:18:13.280Z,-8.5483,-77.6254,66.54,4.7,mb,44,154,3.503,0.47,us,us6000jqzb,2023-02-23T07:15:40.040Z,"22 km SW of Quiches, Peru",earthquake,8.1,8.7,0.064,74,reviewed,us,us
2023-02-23T03:36:09.348Z,-18.2832,-177.856,520.791,4.9,mb,63,50,3.654,0.59,us,us6000jqyg,2023-02-24T04:43:21.040Z,"Fiji region",earthquake,12.15,7.197,0.097,33,reviewed,us,us
2023-02-23T03:22:10.180Z,-30.3975,-71.6326,31.834,4.7,mb,41,174,0.275,0.78,us,us6000jqyf,2023-02-24T04:01:08.040Z,"47 km WNW of Ovalle, Chile",earthquake,5.16,3.633,0.147,14,reviewed,us,us
2023-02-23T03:18:56.921Z,-30.3848,-71.7509,31.403,4.7,mb,35,188,0.305,0.91,us,us6000jqyb,2023-02-24T03:29:35.635Z,"58 km WNW of Ovalle, Chile",earthquake,6.12,7.729,0.225,6,reviewed,us,us
2023-02-23T02:18:00.503Z,38.3008,73.0968,10,4.7,mb,52,60,1.551,0.75,us,us6000jqxy,2023-02-24T03:04:07.040Z,"77 km W of Murghob, Tajikistan",earthquake,2.89,1.889,0.056,97,reviewed,us,us
2023-02-23T02:07:41.826Z,37.9379,73.5047,10,4.8,mb,95,101,2.035,0.49,us,us6000jqxx,2023-02-24T02:54:33.040Z,"48 km WSW of Murghob, Tajikistan",earthquake,6.23,1.827,0.066,70,reviewed,us,us
2023-02-23T01:35:53.737Z,37.9903,73.3182,10,5,mb,135,94,1.902,0.38,us,us6000jqxr,2023-02-24T02:10:55.040Z,"60 km WSW of Murghob, Tajikistan",earthquake,6.91,1.893,0.055,106,reviewed,us,us
2023-02-23T01:06:04.393Z,38.102,72.9019,10,4.6,mb,21,164,1.621,0.41,us,us6000jqxl,2023-02-24T01:54:42.040Z,"93 km W of Murghob, Tajikistan",earthquake,6.78,1.709,0.207,7,reviewed,us,us
2023-02-23T00:55:14.540Z,38.1474,72.9824,10,5,mb,84,80,1.618,0.84,us,us6000jqxg,2023-02-23T01:13:06.040Z,"86 km W of Murghob, Tajikistan",earthquake,4.66,1.768,0.071,63,reviewed,us,us
2023-02-23T00:37:40.397Z,38.0726,73.2077,20.522,6.8,mww,128,20,1.783,0.96,us,us6000jqxc,2023-02-24T06:53:34.411Z,"67 km W of Murghob, Tajikistan",earthquake,6.93,4.439,0.065,23,reviewed,us,us
2023-02-22T23:06:22.156Z,53.6538,98.4582,9.707,4.7,mb,64,68,3.724,0.67,us,us6000jqx2,2023-02-23T00:02:22.040Z,"Irkutskaya Oblast', Russia",earthquake,7.42,4.501,0.053,106,reviewed,us,us
2023-02-22T22:05:53.566Z,10.1791,125.0633,10,4.6,mb,44,120,3.131,0.46,us,us6000jqwn,2023-02-23T04:25:16.518Z,"6 km WNW of Liloan, Philippines",earthquake,10.85,1.887,0.077,51,reviewed,us,us
2023-02-22T13:50:54.581Z,53.4879,159.9972,67.944,4.5,mb,89,131,0.934,0.46,us,us6000jqtd,2023-03-01T09:08:09.040Z,"102 km ENE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.83,7.302,0.062,75,reviewed,us,us
